-0,0
-0.1,0.2
-0.2,0.2
-297.0,-133.0
-293.5,-99.0
-295.5,-64.5
-293.0,-67.0
-299.0,-279.5
-296.5,-281.0
-291.0,-226.25
-285.5,-281.0
-280.0,-279.5
-274.5,-280.3333333333333
-269.0,-280.0
-263.5,-280.0
-258.5,-279.0
-253.0,-279.25
-249.0,-279.0
-244.5,-280.0
-239.0,-279.0
-235.5,-280.0
-230.0,-279.0
-225.5,-279.0
-221.5,-280.0
-216.0,-277.0
-213.0,-278.0
-208.0,-277.5
-203.5,-277.0
-199.5,-277.0
-196.0,-277.0
-192.0,-277.5
-188.0,-276.3333333333333
-184.0,-277.0
-180.5,-277.0
-176.5,-277.0
-173.0,-277.0
-169.5,-277.0
-166.5,-277.0
-162.0,-275.5
-158.5,-275.5
-155.0,-276.0
-151.5,-275.5
-148.0,-275.0
-144.5,-275.0
-141.0,-274.0
-138.0,-275.0
-134.5,-274.0
-131.5,-275.0
-128.0,-274.0
-124.5,-273.0
-121.5,-274.0
-118.5,-274.0
-115.5,-274.0
-112.5,-273.5
-110.0,-273.5
-106.0,-273.0
-103.0,-272.5
-101.0,-274.0
-97.5,-274.0
-95.0,-272.5
-92.0,-273.0
-89.0,-273.5
-86.0,-273.0
-83.5,-274.0
-80.5,-274.0
-77.5,-273.0
-75.0,-273.0
-72.5,-273.0
-69.5,-273.0
-67.0,-272.6666666666667
-64.0,-273.0
-61.5,-273.0
-58.5,-272.5
-56.0,-273.0
-53.0,-271.5
-50.5,-272.5
-48.0,-272.0
-45.5,-273.0
-43.0,-272.5
-40.0,-272.6666666666667
-37.5,-272.6666666666667
-35.0,-272.0
-32.5,-273.0
-29.5,-272.0
-27.0,-272.0
-24.5,-272.0
-22.0,-272.75
-19.5,-272.5
-17.0,-272.0
-14.0,-272.0
-11.5,-272.0
-9.0,-272.0
-6.5,-272.0
-4.0,-271.5
-1.5,-272.0
0.5,-271.25
3.0,-271.25
5.5,-272.0
8.5,-271.5
11.0,-272.0
13.5,-272.0
16.0,-272.0
18.5,-272.0
21.0,-272.0
23.5,-271.0
26.0,-271.0
29.0,-272.25
31.5,-271.75
34.0,-271.25
36.5,-271.25
39.0,-271.6666666666667
41.5,-271.0
44.0,-271.0
47.0,-271.0
49.5,-270.75
52.0,-270.5
54.5,-270.6666666666667
57.5,-270.0
60.0,-270.5
63.0,-271.0
65.5,-271.0
68.0,-271.0
71.0,-271.0
73.5,-271.0
76.0,-271.0
79.0,-270.0
81.5,-270.0
84.5,-247.5
87.0,-261.75
90.0,-262.0
93.0,-263.4
86.5,-245.75
89.5,-248.83333333333334
91.0,-246.57142857142858
92.5,-241.6
95.0,-229.5
97.5,-227.0
100.0,-226.0
102.0,-223.33333333333334
104.5,-215.125
103.0,-219.5
106.5,-209.66666666666666
108.5,-205.0
105.5,-206.42857142857142
107.0,-206.9
109.5,-200.75
112.5,-201.25
114.5,-201.33333333333334
117.5,-201.8
119.0,-200.0
121.0,-198.33333333333334
122.5,-198.0
126.0,-199.0
176.0,-271.5
179.5,-272.0
183.0,-271.5
187.5,-272.0
191.0,-272.0
194.5,-272.1666666666667
199.0,-42.0
203.5,-273.0
207.0,-273.0
212.5,-275.0
216.5,-274.6666666666667
219.5,-273.3333333333333
225.5,-275.5
229.5,-274.0
234.5,-275.25
237.5,-274.0
243.5,-275.6666666666667
247.5,-274.0
254.0,-275.75
258.5,-276.5
263.5,-276.0
270.0,-277.8
275.5,-278.0
280.5,-277.75
285.5,-278.0
290.0,-276.0
298.0,-279.0
203.0,-188.0
200.0,-74.66666666666667
-298.5,-279.5
-291.5,-279.0
-287.5,-280.0
-276.5,-280.5
-271.0,-280.0
-266.0,-279.0
-260.5,-279.0
-255.5,-279.0
-251.0,-279.0
-246.0,-279.0
-242.0,-278.5
-237.5,-279.0
-231.5,-278.5
-228.0,-279.0
-223.0,-278.0
